"Raw data packages from the headband:                  ""[ ]"" , i.e. 1 row, is 1 data package"
"[BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.03477939107836826, T4=-0.4), BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.04727902152921823, T4=-0.4)]"
"[BrainBitSignalData(PackNum=420, Marker=0, O1=0.4, O2=0.2658434542116682, T3=0.11676112819779225, T4=0.3495234961733782), BrainBitSignalData(PackNum=420, Marker=0, O1=0.4, O2=0.2633947977016427, T3=0.11648341797200963, T4=0.34666819254702813)]"
"[BrainBitSignalData(PackNum=421, Marker=0, O1=0.4, O2=0.26459757289655006, T3=0.11666042009393701, T4=0.34797434613642325), BrainBitSignalData(PackNum=421, Marker=0, O1=0.4, O2=0.2658941897336862, T3=0.11681911165152707, T4=0.3494719977111795)]"
"[BrainBitSignalData(PackNum=422, Marker=0, O1=0.4, O2=0.2648123405574232, T3=0.1166226545549913, T4=0.3483169062775672), BrainBitSignalData(PackNum=422, Marker=0, O1=0.4, O2=0.26405092625706317, T3=0.11658832224685883, T4=0.3474078630522376)]"
"[BrainBitSignalData(PackNum=423, Marker=0, O1=0.4, O2=0.2647818229501943, T3=0.1166886488806237, T4=0.3482165796438023), BrainBitSignalData(PackNum=423, Marker=0, O1=0.4, O2=0.2675528216865746, T3=0.11704570488520134, T4=0.35144343513816373)]"
"[BrainBitSignalData(PackNum=424, Marker=0, O1=0.4, O2=0.2644316334072432, T3=0.11653033879312401, T4=0.3480166893164533), BrainBitSignalData(PackNum=424, Marker=0, O1=0.4, O2=0.26293283742221585, T3=0.11647273680947953, T4=0.3461379491214267)]"
"[BrainBitSignalData(PackNum=425, Marker=0, O1=0.4, O2=0.2648054740957967, T3=0.1167363326419188, T4=0.3482177240540734), BrainBitSignalData(PackNum=425, Marker=0, O1=0.4, O2=0.2663954414324202, T3=0.11689807596023175, T4=0.35010523806117827)]"
"[BrainBitSignalData(PackNum=426, Marker=0, O1=0.4, O2=0.2634565958562812, T3=0.11651355410914813, T4=0.34674639391555206), BrainBitSignalData(PackNum=426, Marker=0, O1=0.4, O2=0.26439768256920104, T3=0.11669665975252128, T4=0.34778895167250795)]"
"[BrainBitSignalData(PackNum=427, Marker=0, O1=0.4, O2=0.2653181698972415, T3=0.1168149154805331, T4=0.3488364685406385), BrainBitSignalData(PackNum=427, Marker=0, O1=0.4, O2=0.2653200772476933, T3=0.11676608730896694, T4=0.34887614143003604)]"
"[BrainBitSignalData(PackNum=428, Marker=0, O1=0.4, O2=0.26417910020742436, T3=0.11663715041842501, T4=0.3475551105071168), BrainBitSignalData(PackNum=428, Marker=0, O1=0.4, O2=0.2647131583339294, T3=0.1167187850177622, T4=0.34819674319910354)]"
"[BrainBitSignalData(PackNum=429, Marker=0, O1=0.4, O2=0.26620623226760126, T3=0.1169354600290871, T4=0.3499324321102449), BrainBitSignalData(PackNum=429, Marker=0, O1=0.4, O2=0.2648825310540496, T3=0.11669894857306344, T4=0.34846224638199463)]"
"[BrainBitSignalData(PackNum=430, Marker=0, O1=0.4, O2=0.26383959182700334, T3=0.11663066542688888, T4=0.3471454116300694), BrainBitSignalData(PackNum=430, Marker=0, O1=0.4, O2=0.2647551200438691, T3=0.11675464320625611, T4=0.34821810552416377)]"
"[BrainBitSignalData(PackNum=431, Marker=0, O1=0.4, O2=0.26654841093865483, T3=0.11697894761938822, T4=0.3503497603890995), BrainBitSignalData(PackNum=431, Marker=0, O1=0.4, O2=0.26394716639248506, T3=0.11658717783658776, T4=0.34738344896645446)]"
"[BrainBitSignalData(PackNum=432, Marker=0, O1=0.4, O2=0.2642565386357676, T3=0.11669398946188876, T4=0.34764780773907444), BrainBitSignalData(PackNum=432, Marker=0, O1=0.4, O2=0.26519495505805496, T3=0.11682330782252104, T4=0.34876665951410246)]"
"[BrainBitSignalData(PackNum=433, Marker=0, O1=0.4, O2=0.26717745511765967, T3=0.11704150871420738, T4=0.3511664878525618), BrainBitSignalData(PackNum=433, Marker=0, O1=0.4, O2=0.263152945664354, T3=0.11650287294661803, T4=0.3465266671435043)]"
"[BrainBitSignalData(PackNum=434, Marker=0, O1=0.4, O2=0.2642187730968219, T3=0.11672221824857545, T4=0.3476428486278998), BrainBitSignalData(PackNum=434, Marker=0, O1=0.4, O2=0.2656328827217891, T3=0.11689922037050283, T4=0.3493007176406075)]"
"[BrainBitSignalData(PackNum=435, Marker=0, O1=0.4, O2=0.265645471234771, T3=0.11684085544667763, T4=0.349414395727535), BrainBitSignalData(PackNum=435, Marker=0, O1=0.4, O2=0.26355768543022673, T3=0.11661883985408769, T4=0.3468810528574494)]"
"[BrainBitSignalData(PackNum=436, Marker=0, O1=0.4, O2=0.26474520182151967, T3=0.1167897384545693, T4=0.34819407290847104), BrainBitSignalData(PackNum=436, Marker=0, O1=0.4, O2=0.26634737620103477, T3=0.11699535083327373, T4=0.3501037121808168)]"
"[BrainBitSignalData(PackNum=437, Marker=0, O1=0.4, O2=0.264689507188327, T3=0.11671992942803329, T4=0.34831957656819973), BrainBitSignalData(PackNum=437, Marker=0, O1=0.4, O2=0.2639284743580574, T3=0.11670009298333453, T4=0.3473155472903703)]"
"[BrainBitSignalData(PackNum=438, Marker=0, O1=0.4, O2=0.265023674987483, T3=0.11683780368595476, T4=0.3485381589299764), BrainBitSignalData(PackNum=438, Marker=0, O1=0.4, O2=0.26675211596690745, T3=0.11703883842357485, T4=0.35059962329828576)]"
"[BrainBitSignalData(PackNum=439, Marker=0, O1=0.4, O2=0.26383959182700334, T3=0.1166226545549913, T4=0.34731287699973773), BrainBitSignalData(PackNum=439, Marker=0, O1=0.4, O2=0.26433893617528553, T3=0.11676303554824405, T4=0.3477515676036526)]"
"[BrainBitSignalData(PackNum=440, Marker=0, O1=0.4, O2=0.26538530863314497, T3=0.11688968361824381, T4=0.34890665903726487), BrainBitSignalData(PackNum=440, Marker=0, O1=0.4, O2=0.26655413299001024, T3=0.11698619555110508, T4=0.3503440383377441)]"
"[BrainBitSignalData(PackNum=441, Marker=0, O1=0.4, O2=0.26363130915766636, T3=0.11661464368309372, T4=0.3469970197649191), BrainBitSignalData(PackNum=441, Marker=0, O1=0.4, O2=0.2646711966239897, T3=0.11680194549746084, T4=0.3481261712323868)]"
"[BrainBitSignalData(PackNum=442, Marker=0, O1=0.4, O2=0.2656443268244999, T3=0.11692554180673771, T4=0.34921564981045705), BrainBitSignalData(PackNum=442, Marker=0, O1=0.4, O2=0.2653803495219703, T3=0.11684695896812342, T4=0.3489715089526262)]"
"[BrainBitSignalData(PackNum=443, Marker=0, O1=0.4, O2=0.26439806403929145, T3=0.11675273585580431, T4=0.3478137472283814), BrainBitSignalData(PackNum=443, Marker=0, O1=0.4, O2=0.2650259638080252, T3=0.116841236916768, T4=0.3485042080919343)]"
"[BrainBitSignalData(PackNum=444, Marker=0, O1=0.4, O2=0.26671168013732927, T3=0.1170617266289965, T4=0.3504302505781656), BrainBitSignalData(PackNum=444, Marker=0, O1=0.4, O2=0.26486498342989295, T3=0.11675235438571395, T4=0.3483935817657297)]"
"[BrainBitSignalData(PackNum=445, Marker=0, O1=0.4, O2=0.2641245499845028, T3=0.11673900293255132, T4=0.3474727129675989), BrainBitSignalData(PackNum=445, Marker=0, O1=0.4, O2=0.26509691724483225, T3=0.11687747657535227, T4=0.34858240946045826)]"
"[BrainBitSignalData(PackNum=446, Marker=0, O1=0.4, O2=0.2669268292682927, T3=0.11709033688577355, T4=0.35071101256467113), BrainBitSignalData(PackNum=446, Marker=0, O1=0.4, O2=0.26400705719667167, T3=0.1166653792051117, T4=0.34738001573564126)]"
"[BrainBitSignalData(PackNum=447, Marker=0, O1=0.4, O2=0.2645247121092912, T3=0.1168091934291777, T4=0.34791254798178484), BrainBitSignalData(PackNum=447, Marker=0, O1=0.4, O2=0.26552225639558447, T3=0.11694461531125576, T4=0.34908823880027656)]"
"[BrainBitSignalData(PackNum=448, Marker=0, O1=0.4, O2=0.26659418734949814, T3=0.1170334978423098, T4=0.3503917220990392), BrainBitSignalData(PackNum=448, Marker=0, O1=0.4, O2=0.2637385022530577, T3=0.11668559711990083, T4=0.3470542402784732)]"
"[BrainBitSignalData(PackNum=449, Marker=0, O1=0.4, O2=0.2648062370359774, T3=0.11686641394273181, T4=0.34821810552416377), BrainBitSignalData(PackNum=449, Marker=0, O1=0.4, O2=0.26605402570154735, T3=0.11702892020122548, T4=0.3497153756288296)]"
"[BrainBitSignalData(PackNum=450, Marker=0, O1=0.4, O2=0.2657118470304938, T3=0.11691714946474978, T4=0.34939722957346875), BrainBitSignalData(PackNum=450, Marker=0, O1=0.4, O2=0.26385790239134066, T3=0.1167187850177622, T4=0.34713816369835254)]"
"[BrainBitSignalData(PackNum=451, Marker=0, O1=0.4, O2=0.26491266719118806, T3=0.1168557327802017, T4=0.34832796891018764), BrainBitSignalData(PackNum=451, Marker=0, O1=0.4, O2=0.2666430155210643, T3=0.11708194454378562, T4=0.35040926972319575)]"
"[BrainBitSignalData(PackNum=452, Marker=0, O1=0.4, O2=0.26464067901676086, T3=0.11676761318932838, T4=0.34817309205350117), BrainBitSignalData(PackNum=452, Marker=0, O1=0.4, O2=0.2641817704980569, T3=0.11678859404429821, T4=0.34750246763464704)]"
"[BrainBitSignalData(PackNum=453, Marker=0, O1=0.4, O2=0.265134682783778, T3=0.1169179124049305, T4=0.3485946165033498), BrainBitSignalData(PackNum=453, Marker=0, O1=0.4, O2=0.2674765276685025, T3=0.11720515938297213, T4=0.35141291753093484)]"
"[BrainBitSignalData(PackNum=454, Marker=0, O1=0.4, O2=0.263724006389624, T3=0.1166634718546599, T4=0.34717516629711753), BrainBitSignalData(PackNum=454, Marker=0, O1=0.4, O2=0.26415926376272564, T3=0.11681758577116563, T4=0.34753222230169517)]"
"[BrainBitSignalData(PackNum=455, Marker=0, O1=0.4, O2=0.2655096678826026, T3=0.11698733996137615, T4=0.3490989199628067), BrainBitSignalData(PackNum=455, Marker=0, O1=0.4, O2=0.2662703192427819, T3=0.11704150871420738, T4=0.35012316715542524)]"
"[BrainBitSignalData(PackNum=456, Marker=0, O1=0.4, O2=0.2635203013613714, T3=0.11671649619722003, T4=0.3469268292682927), BrainBitSignalData(PackNum=456, Marker=0, O1=0.4, O2=0.26462351286269464, T3=0.11689311684905705, T4=0.3481315118136519)]"
"[BrainBitSignalData(PackNum=457, Marker=0, O1=0.4, O2=0.265956369358415, T3=0.11706287103926757, T4=0.34973139737262476), BrainBitSignalData(PackNum=457, Marker=0, O1=0.4, O2=0.2652765896573922, T3=0.1169140977040269, T4=0.34912066375795725)]"
"[BrainBitSignalData(PackNum=458, Marker=0, O1=0.4, O2=0.26345087380492577, T3=0.1167489211549007, T4=0.3469672650978709), BrainBitSignalData(PackNum=458, Marker=0, O1=0.4, O2=0.2645723958705863, T3=0.11690990153303293, T4=0.34820742436163366)]"
"[BrainBitSignalData(PackNum=459, Marker=0, O1=0.4, O2=0.26601015664115585, T3=0.11708728512505066, T4=0.34992175094771477), BrainBitSignalData(PackNum=459, Marker=0, O1=0.4, O2=0.26409098061655106, T3=0.11680766754881626, T4=0.34781908780964643)]"
"[BrainBitSignalData(PackNum=460, Marker=0, O1=0.4, O2=0.26399446868368975, T3=0.11686641394273181, T4=0.3476550556707913), BrainBitSignalData(PackNum=460, Marker=0, O1=0.4, O2=0.2647753379586582, T3=0.11696864792694849, T4=0.3485293851178981)]"
"[BrainBitSignalData(PackNum=461, Marker=0, O1=0.4, O2=0.2676356006961829, T3=0.11731120806809242, T4=0.35189433278497007), BrainBitSignalData(PackNum=461, Marker=0, O1=0.4, O2=0.26319948501537804, T3=0.11665622392294304, T4=0.3469024151825096)]"
"[BrainBitSignalData(PackNum=462, Marker=0, O1=0.4, O2=0.26301752378227594, T3=0.11676532436878621, T4=0.3465259042033236), BrainBitSignalData(PackNum=462, Marker=0, O1=0.4, O2=0.2649054192594712, T3=0.11701137257706888, T4=0.3486274229311208)]"
"[BrainBitSignalData(PackNum=463, Marker=0, O1=0.4, O2=0.2657679231337768, T3=0.11705447869727964, T4=0.34968180626087786), BrainBitSignalData(PackNum=463, Marker=0, O1=0.4, O2=0.26312128364685405, T3=0.11672641441956942, T4=0.34659418734949815)]"
"[BrainBitSignalData(PackNum=464, Marker=0, O1=0.4, O2=0.26424929070405073, T3=0.11690646830221968, T4=0.34786867892139334), BrainBitSignalData(PackNum=464, Marker=0, O1=0.4, O2=0.26575266433016237, T3=0.11711284362110484, T4=0.34959368667000457)]"
"[BrainBitSignalData(PackNum=465, Marker=0, O1=0.4, O2=0.264981331807453, T3=0.11694766707197864, T4=0.3487681853944639), BrainBitSignalData(PackNum=465, Marker=0, O1=0.4, O2=0.26339517917173305, T3=0.11680461578809337, T4=0.3468596905323892)]"
"[BrainBitSignalData(PackNum=466, Marker=0, O1=0.4, O2=0.2644289631166106, T3=0.11695148177288225, T4=0.34804911427413393), BrainBitSignalData(PackNum=466, Marker=0, O1=0.4, O2=0.266838328207329, T3=0.11726848341797201, T4=0.35086016737000214)]"
"[BrainBitSignalData(PackNum=467, Marker=0, O1=0.4, O2=0.2642183916267315, T3=0.11683208163459934, T4=0.34792856972557995), BrainBitSignalData(PackNum=467, Marker=0, O1=0.4, O2=0.2633120186920344, T3=0.11681338960017167, T4=0.3467372386333834)]"
"[BrainBitSignalData(PackNum=468, Marker=0, O1=0.4, O2=0.264679970436068, T3=0.11700069141453878, T4=0.3483287318503684), BrainBitSignalData(PackNum=468, Marker=0, O1=0.4, O2=0.2663767493979925, T3=0.11718684881863482, T4=0.35034098657702123)]"
"[BrainBitSignalData(PackNum=469, Marker=0, O1=0.4, O2=0.26345468850582937, T3=0.11677982023221992, T4=0.3469432324821782), BrainBitSignalData(PackNum=469, Marker=0, O1=0.4, O2=0.2643053668073338, T3=0.11694385237107503, T4=0.3478515127673271)]"
"[BrainBitSignalData(PackNum=470, Marker=0, O1=0.4, O2=0.26513391984359724, T3=0.11705447869727964, T4=0.3488547791049758), BrainBitSignalData(PackNum=470, Marker=0, O1=0.4, O2=0.26526896025558494, T3=0.11703960136375557, T4=0.3490687838256682)]"
"[BrainBitSignalData(PackNum=471, Marker=0, O1=0.4, O2=0.26409441384736426, T3=0.11689807596023175, T4=0.34765009655961665), BrainBitSignalData(PackNum=471, Marker=0, O1=0.4, O2=0.2647627494456763, T3=0.11698352526047255, T4=0.3484111293898863)]"
"[BrainBitSignalData(PackNum=472, Marker=0, O1=0.4, O2=0.2661020909329328, T3=0.11716167179267101, T4=0.3500098705385881), BrainBitSignalData(PackNum=472, Marker=0, O1=0.4, O2=0.2650271082182963, T3=0.11697017380730992, T4=0.3488704193786806)]"
"[BrainBitSignalData(PackNum=473, Marker=0, O1=0.4, O2=0.26367021910688315, T3=0.11686908423336433, T4=0.3471576186729609), BrainBitSignalData(PackNum=473, Marker=0, O1=0.4, O2=0.2647848747109172, T3=0.11701251698733997, T4=0.3483874782442839)]"
"[BrainBitSignalData(PackNum=474, Marker=0, O1=0.4, O2=0.26662203466609447, T3=0.11723033640893595, T4=0.35056834275087617), BrainBitSignalData(PackNum=474, Marker=0, O1=0.4, O2=0.26408296974465345, T3=0.11684352573731016, T4=0.3477378346803996)]"
"[BrainBitSignalData(PackNum=475, Marker=0, O1=0.4, O2=0.2642092363445629, T3=0.11693393414872566, T4=0.34776224876618267), BrainBitSignalData(PackNum=475, Marker=0, O1=0.4, O2=0.26518770712633816, T3=0.11705524163746037, T4=0.34887614143003604)]"
"[BrainBitSignalData(PackNum=476, Marker=0, O1=0.4, O2=0.2666216531960041, T3=0.11719638557089383, T4=0.3506152635719906), BrainBitSignalData(PackNum=476, Marker=0, O1=0.4, O2=0.2635489116181485, T3=0.11679011992465967, T4=0.34710306845003935)]"
"[BrainBitSignalData(PackNum=477, Marker=0, O1=0.4, O2=0.2645216603485683, T3=0.11697208115776173, T4=0.34809031304389293), BrainBitSignalData(PackNum=477, Marker=0, O1=0.4, O2=0.26568972176525285, T3=0.11711627685191808, T4=0.3493957036931073)]"
"[BrainBitSignalData(PackNum=478, Marker=0, O1=0.4, O2=0.2660517368810052, T3=0.11710025510812293, T4=0.34990649214410036), BrainBitSignalData(PackNum=478, Marker=0, O1=0.4, O2=0.2635882030374556, T3=0.11682635958324393, T4=0.347042414705672)]"
"[BrainBitSignalData(PackNum=479, Marker=0, O1=0.4, O2=0.2647417685907064, T3=0.11701060963688815, T4=0.348291347781513), BrainBitSignalData(PackNum=479, Marker=0, O1=0.4, O2=0.266430155210643, T3=0.11722079965667692, T4=0.35019450206232267)]"
"[BrainBitSignalData(PackNum=480, Marker=0, O1=0.4, O2=0.26524454616980186, T3=0.11698276232029182, T4=0.34893793958467445), BrainBitSignalData(PackNum=480, Marker=0, O1=0.4, O2=0.26400247955558737, T3=0.11688777626779201, T4=0.3474486803519062)]"
"[BrainBitSignalData(PackNum=481, Marker=0, O1=0.4, O2=0.26501718999594687, T3=0.11702548697041223, T4=0.3485827909305486), BrainBitSignalData(PackNum=481, Marker=0, O1=0.4, O2=0.26696535774741914, T3=0.11726314283670697, T4=0.35083270152349616)]"
"[BrainBitSignalData(PackNum=482, Marker=0, O1=0.4, O2=0.26429392270462293, T3=0.11686603247264145, T4=0.3478282430918151), BrainBitSignalData(PackNum=482, Marker=0, O1=0.4, O2=0.2643877643468517, T3=0.11696483322604487, T4=0.34786371981021863)]"
"[BrainBitSignalData(PackNum=483, Marker=0, O1=0.4, O2=0.26546236559139785, T3=0.11711360656128555, T4=0.3490745058770236), BrainBitSignalData(PackNum=483, Marker=0, O1=0.4, O2=0.26692644779820235, T3=0.11725513196480938, T4=0.3507857807023818)]"
"[BrainBitSignalData(PackNum=484, Marker=0, O1=0.4, O2=0.2639399184607682, T3=0.1168538254297499, T4=0.3473365281453401), BrainBitSignalData(PackNum=484, Marker=0, O1=0.4, O2=0.264870324011158, T3=0.11702243520968934, T4=0.34835390887633216)]"
"[BrainBitSignalData(PackNum=485, Marker=0, O1=0.4, O2=0.2660826359583244, T3=0.11718570440836373, T4=0.34974703764632953), BrainBitSignalData(PackNum=485, Marker=0, O1=0.4, O2=0.26633860238895646, T3=0.1171540423908638, T4=0.35009493836873856)]"
"[BrainBitSignalData(PackNum=486, Marker=0, O1=0.4, O2=0.2640654221204969, T3=0.1168946427294185, T4=0.3474021410008822), BrainBitSignalData(PackNum=486, Marker=0, O1=0.4, O2=0.26515795245928997, T3=0.11706287103926757, T4=0.34863009322175337)]"
"[BrainBitSignalData(PackNum=487, Marker=0, O1=0.4, O2=0.2664633431085044, T3=0.11723224375938775, T4=0.35015101447202157), BrainBitSignalData(PackNum=487, Marker=0, O1=0.4, O2=0.2653116849057054, T3=0.11703006461149656, T4=0.34884676823307825)]"
"[BrainBitSignalData(PackNum=488, Marker=0, O1=0.4, O2=0.2647753379586582, T3=0.11701289845743032, T4=0.34814944090789884), BrainBitSignalData(PackNum=488, Marker=0, O1=0.4, O2=0.26553179314784353, T3=0.11710597715947835, T4=0.34920420570774624)]"
"[BrainBitSignalData(PackNum=489, Marker=0, O1=0.4, O2=0.2669470471830818, T3=0.11726886488806237, T4=0.3512115013232244), BrainBitSignalData(PackNum=489, Marker=0, O1=0.4, O2=0.26488214958395917, T3=0.1169675035166774, T4=0.3488185394463915)]"
"[BrainBitSignalData(PackNum=490, Marker=0, O1=0.4, O2=0.26529146699091627, T3=0.11706134515890614, T4=0.3491511813651861), BrainBitSignalData(PackNum=490, Marker=0, O1=0.4, O2=0.2660612736332642, T3=0.11716243473285173, T4=0.3500106334787688)]"
"[BrainBitSignalData(PackNum=491, Marker=0, O1=0.4, O2=0.2682848627899769, T3=0.11741763822330306, T4=0.35266223207686626), BrainBitSignalData(PackNum=491, Marker=0, O1=0.4, O2=0.26393839258040674, T3=0.11683284457478006, T4=0.34761194955058056)]"
"[BrainBitSignalData(PackNum=492, Marker=0, O1=0.4, O2=0.2649878167989891, T3=0.11705638604773144, T4=0.34861826764895215), BrainBitSignalData(PackNum=492, Marker=0, O1=0.4, O2=0.26674448656510025, T3=0.11727878311041175, T4=0.3506480699997616)]"
"[BrainBitSignalData(PackNum=493, Marker=0, O1=0.4, O2=0.2683119471663925, T3=0.1173939870777007, T4=0.35263896240135423), BrainBitSignalData(PackNum=493, Marker=0, O1=0.4, O2=0.2632731087428176, T3=0.11677180936032235, T4=0.34676317859952793)]"
"[BrainBitSignalData(PackNum=494, Marker=0, O1=0.4, O2=0.2650232935173927, T3=0.11707393367188804, T4=0.34860987530696425), BrainBitSignalData(PackNum=494, Marker=0, O1=0.4, O2=0.2678278616217247, T3=0.11742831938583316, T4=0.3518474119638557)]"
"[BrainBitSignalData(PackNum=495, Marker=0, O1=0.4, O2=0.26871744987244595, T3=0.11741878263357414, T4=0.35310435591159434), BrainBitSignalData(PackNum=495, Marker=0, O1=0.4, O2=0.2625246644255299, T3=0.11666690508547314, T4=0.34587778651980067)]"
"[BrainBitSignalData(PackNum=496, Marker=0, O1=0.4, O2=0.26455027060534536, T3=0.1170422716543881, T4=0.34797701642705575), BrainBitSignalData(PackNum=496, Marker=0, O1=0.4, O2=0.2673262284529004, T3=0.11735355124812245, T4=0.35120501633168827)]"
"[BrainBitSignalData(PackNum=497, Marker=0, O1=0.4, O2=0.26463381255513435, T3=0.11694766707197864, T4=0.34815592589943495), BrainBitSignalData(PackNum=497, Marker=0, O1=0.4, O2=0.2651423121855852, T3=0.11707393367188804, T4=0.34863467086283767)]"
"[BrainBitSignalData(PackNum=498, Marker=0, O1=0.4, O2=0.26622301695157713, T3=0.11719257086999023, T4=0.34985384927163055), BrainBitSignalData(PackNum=498, Marker=0, O1=0.4, O2=0.26734492048732805, T3=0.11728374222158644, T4=0.3512454521612665)]"
"[BrainBitSignalData(PackNum=499, Marker=0, O1=0.4, O2=0.26443392222778533, T3=0.11691066447321365, T4=0.34790301122952577), BrainBitSignalData(PackNum=499, Marker=0, O1=0.4, O2=0.26545855089049425, T3=0.11709071835586392, T4=0.34901842977374054)]"
"[BrainBitSignalData(PackNum=500, Marker=0, O1=0.4, O2=0.2664873757241971, T3=0.1172200367164962, T4=0.3501864911904251), BrainBitSignalData(PackNum=500, Marker=0, O1=0.4, O2=0.26613756765133634, T3=0.11712772095462891, T4=0.34984164222873904)]"
"[BrainBitSignalData(PackNum=501, Marker=0, O1=0.4, O2=0.26516176716019363, T3=0.11701938344896645, T4=0.3486854063848556), BrainBitSignalData(PackNum=501, Marker=0, O1=0.4, O2=0.2657736451851322, T3=0.11709796628758076, T4=0.3493903631118423)]"
"[BrainBitSignalData(PackNum=502, Marker=0, O1=0.4, O2=0.2674402880099182, T3=0.11731654864935746, T4=0.35131220942707964), BrainBitSignalData(PackNum=502, Marker=0, O1=0.4, O2=0.2656096130462771, T3=0.11701976491905682, T4=0.34926638533247506)]"
"[BrainBitSignalData(PackNum=503, Marker=0, O1=0.4, O2=0.26492144100326637, T3=0.11700832081634599, T4=0.3483771785518442), BrainBitSignalData(PackNum=503, Marker=0, O1=0.4, O2=0.26584574303221037, T3=0.11713382447607468, T4=0.349456738907565)]"
"[BrainBitSignalData(PackNum=504, Marker=0, O1=0.4, O2=0.26765314832033954, T3=0.11734363302577308, T4=0.3515811458407839), BrainBitSignalData(PackNum=504, Marker=0, O1=0.4, O2=0.26478334883055576, T3=0.1169354600290871, T4=0.34830622511503706)]"
"[BrainBitSignalData(PackNum=505, Marker=0, O1=0.4, O2=0.26527391936675965, T3=0.1170655413299001, T4=0.34879526977087955), BrainBitSignalData(PackNum=505, Marker=0, O1=0.4, O2=0.26625467896907706, T3=0.1171937152802613, T4=0.3499553203156665)]"
"[BrainBitSignalData(PackNum=506, Marker=0, O1=0.4, O2=0.2673140214100088, T3=0.11728984574303221, T4=0.3512511742126219), BrainBitSignalData(PackNum=506, Marker=0, O1=0.4, O2=0.2645887990844718, T3=0.11694919295234009, T4=0.34805903249648334)]"
"[BrainBitSignalData(PackNum=507, Marker=0, O1=0.4, O2=0.26556917721669887, T3=0.11712276184345422, T4=0.3491431704932885), BrainBitSignalData(PackNum=507, Marker=0, O1=0.4, O2=0.2667936962067568, T3=0.11729556779438763, T4=0.3506042009393701)]"
"[BrainBitSignalData(PackNum=508, Marker=0, O1=0.4, O2=0.26642023698829365, T3=0.11718532293827337, T4=0.3502757551915695), BrainBitSignalData(PackNum=508, Marker=0, O1=0.4, O2=0.2646517416493813, T3=0.11700679493598455, T4=0.348133800634194)]"
"[BrainBitSignalData(PackNum=509, Marker=0, O1=0.4, O2=0.2657416016975419, T3=0.11715175357032163, T4=0.34936518608587847), BrainBitSignalData(PackNum=509, Marker=0, O1=0.4, O2=0.26742541067639414, T3=0.11736308800038148, T4=0.35138087404334456)]"
"[BrainBitSignalData(PackNum=510, Marker=0, O1=0.4, O2=0.26539827861621723, T3=0.11704150871420738, T4=0.3491401187325656), BrainBitSignalData(PackNum=510, Marker=0, O1=0.4, O2=0.2650026941325132, T3=0.11707278926161696, T4=0.34854159216078967)]"
"[BrainBitSignalData(PackNum=511, Marker=0, O1=0.4, O2=0.26597429845266196, T3=0.117198674391436, T4=0.3496234413370527), BrainBitSignalData(PackNum=511, Marker=0, O1=0.4, O2=0.2683031733543142, T3=0.11747485873685716, T4=0.3524028324154209)]"
"[BrainBitSignalData(PackNum=512, Marker=0, O1=0.4, O2=0.2644732136470925, T3=0.11694080061035214, T4=0.34807047659919416), BrainBitSignalData(PackNum=512, Marker=0, O1=0.4, O2=0.2649752282860072, T3=0.11711169921083375, T4=0.34847063872398254)]"
"[BrainBitSignalData(PackNum=513, Marker=0, O1=0.4, O2=0.26620241756669766, T3=0.11725131726390578, T4=0.34987406718641967), BrainBitSignalData(PackNum=513, Marker=0, O1=0.4, O2=0.26648012779248026, T3=0.11724139904155641, T4=0.35027079608039485)]"
"[BrainBitSignalData(PackNum=514, Marker=0, O1=0.4, O2=0.2650530481844408, T3=0.11707965572324346, T4=0.34861559735831965), BrainBitSignalData(PackNum=514, Marker=0, O1=0.4, O2=0.2658033998521803, T3=0.11717998235700833, T4=0.34943537658250484)]"
"[BrainBitSignalData(PackNum=515, Marker=0, O1=0.4, O2=0.26678339651431704, T3=0.11729556779438763, T4=0.35058360155449064), BrainBitSignalData(PackNum=515, Marker=0, O1=0.4, O2=0.2660116825215173, T3=0.11715938297212884, T4=0.3497916696469018)]"
"[BrainBitSignalData(PackNum=516, Marker=0, O1=0.4, O2=0.2651358271940491, T3=0.11709949216794222, T4=0.34875254512075915), BrainBitSignalData(PackNum=516, Marker=0, O1=0.4, O2=0.2658507021433851, T3=0.11719333381017095, T4=0.3495463843787998)]"
"[BrainBitSignalData(PackNum=517, Marker=0, O1=0.4, O2=0.2670046491667263, T3=0.11732799275206829, T4=0.3508967884986768), BrainBitSignalData(PackNum=517, Marker=0, O1=0.4, O2=0.26547762439501227, T3=0.11708995541568319, T4=0.34920039100684264)]"
"[BrainBitSignalData(PackNum=518, Marker=0, O1=0.4, O2=0.26546923205302436, T3=0.11713077271535179, T4=0.3491599551772644), BrainBitSignalData(PackNum=518, Marker=0, O1=0.4, O2=0.2661032353432039, T3=0.11721584054550223, T4=0.34986948954533537)]"
"[BrainBitSignalData(PackNum=519, Marker=0, O1=0.4, O2=0.26899516009822855, T3=0.11756412273800158, T4=0.35324969601602174), BrainBitSignalData(PackNum=519, Marker=0, O1=0.4, O2=0.26458841761438145, T3=0.11690875712276184, T4=0.34826578928545887)]"
"[BrainBitSignalData(PackNum=520, Marker=0, O1=0.4, O2=0.2645109791860382, T3=0.11702510550032187, T4=0.3480330925303388), BrainBitSignalData(PackNum=520, Marker=0, O1=0.4, O2=0.2663447059104022, T3=0.11725856519562264, T4=0.35012698185632884)]"
